Booking_ID,Professional_ID,City_x,Service_Category,Booking_Date,Time_Slot,Service_Price,Distance_km,Response_Time_Min,Service_Duration_Min,Booking_Status,Cancellation_Reason,Customer_Rating,Professional_Rating,Customer_Type,Payment_Method,Booking_Month,Booking_Day,Is_Weekend,Completed_Flag,Cancelled_Flag,City_y,Primary_Service,Experience_Years,Available_Hours_Per_Week,Professional_Base_Rating,Week,Service_Hours,Actual_Service_Hours
B17755,P0096,Bengaluru,Appliance Repair,2026-05-08 20:00:50.114004,2-4 PM,1095,2.89,6.4,148,Completed,,4.5,3.7,Returning,UPI,5,Friday,False,1,0,Bengaluru,Appliance Repair,5,40,4.7,2026-05-04/2026-05-10,2.466666666666667,2.466666666666667
B17756,P0102,Delhi,Salon,2026-05-08 20:11:12.218888,6-8 PM,830,1.0,9.8,52,Completed,,4.8,3.7,Returning,UPI,5,Friday,False,1,0,Delhi,Salon,7,40,4.0,2026-05-04/2026-05-10,0.8666666666666667,0.8666666666666667
B17757,P0079,Bengaluru,Salon,2026-05-08 20:21:34.323772,10-12 PM,929,5.04,12.5,62,Cancelled,Slot Not Available,,3.7,Returning,Credit Card,5,Friday,False,0,1,Bengaluru,Salon,1,36,4.4,2026-05-04/2026-05-10,1.0333333333333334,0.0
B17758,P0027,Pune,Cleaning,2026-05-08 20:31:56.428657,2-4 PM,940,1.19,8.3,129,Completed,,4.5,4.1,Returning,Debit Card,5,Friday,False,1,0,Pune,Cleaning,2,36,4.8,2026-05-04/2026-05-10,2.15,2.15
B17759,P0050,Mumbai,Cleaning,2026-05-08 20:42:18.533541,12-2 PM,488,1.03,10.2,139,Cancelled,Customer Changed Mind,,4.3,New,UPI,5,Friday,False,0,1,Mumbai,Cleaning,10,48,4.9,2026-05-04/2026-05-10,2.316666666666667,0.0
B17760,P0098,Delhi,Cleaning,2026-05-08 20:52:40.638425,2-4 PM,1027,6.35,8.1,138,Completed,,4.4,3.9,Returning,Cash,5,Friday,False,1,0,Delhi,Cleaning,6,36,4.5,2026-05-04/2026-05-10,2.3,2.3
B17761,P0066,Mumbai,Electrician,2026-05-08 21:03:02.743309,4-6 PM,720,0.56,8.2,119,Completed,,5.0,4.4,Returning,Debit Card,5,Friday,False,1,0,Mumbai,Electrician,1,40,4.7,2026-05-04/2026-05-10,1.9833333333333334,1.9833333333333334
B17762,P0048,Pune,Appliance Repair,2026-05-08 21:13:24.848193,6-8 PM,959,4.0,14.2,151,Completed,,4.9,4.0,Returning,Debit Card,5,Friday,False,1,0,Pune,Appliance Repair,7,40,4.5,2026-05-04/2026-05-10,2.5166666666666666,2.5166666666666666
B17763,P0139,Hyderabad,Electrician,2026-05-08 21:23:46.953078,6-8 PM,424,5.61,13.8,119,Completed,,4.8,4.2,New,Credit Card,5,Friday,False,1,0,Hyderabad,Electrician,1,36,4.5,2026-05-04/2026-05-10,1.9833333333333334,1.9833333333333334
B17764,P0095,Bengaluru,Appliance Repair,2026-05-08 21:34:09.057962,12-2 PM,788,4.9,10.2,119,Completed,,4.7,4.4,New,UPI,5,Friday,False,1,0,Bengaluru,Appliance Repair,6,40,4.3,2026-05-04/2026-05-10,1.9833333333333334,1.9833333333333334
B17765,P0115,Delhi,Electrician,2026-05-08 21:44:31.162846,2-4 PM,452,1.72,9.2,119,Completed,,4.8,4.5,Returning,UPI,5,Friday,False,1,0,Delhi,Electrician,10,40,4.7,2026-05-04/2026-05-10,1.9833333333333334,1.9833333333333334
B17766,P0008,Nagpur,Salon,2026-05-08 21:54:53.267730,10-12 PM,951,1.34,8.2,111,Completed,,4.5,4.5,New,UPI,5,Friday,False,1,0,Nagpur,Salon,10,36,4.3,2026-05-04/2026-05-10,1.85,1.85
B17767,P0065,Mumbai,Electrician,2026-05-08 22:05:15.372614,12-2 PM,548,6.57,8.7,101,Completed,,4.6,5.0,Returning,UPI,5,Friday,False,1,0,Mumbai,Electrician,3,44,4.6,2026-05-04/2026-05-10,1.6833333333333333,1.6833333333333333
B17768,P0067,Mumbai,Electrician,2026-05-08 22:15:37.477499,2-4 PM,643,4.92,8.5,41,Completed,,4.9,4.6,Returning,UPI,5,Friday,False,1,0,Mumbai,Electrician,6,40,3.9,2026-05-04/2026-05-10,0.6833333333333333,0.6833333333333333
B17769,P0079,Bengaluru,Salon,2026-05-08 22:25:59.582383,2-4 PM,984,2.49,10.0,77,Completed,,4.5,4.9,Returning,UPI,5,Friday,False,1,0,Bengaluru,Salon,1,36,4.4,2026-05-04/2026-05-10,1.2833333333333334,1.2833333333333334
B17770,P0045,Pune,Appliance Repair,2026-05-08 22:36:21.687267,8-10 PM,1042,8.25,17.6,134,Cancelled,Long Response Time,,4.4,Returning,UPI,5,Friday,False,0,1,Pune,Appliance Repair,1,36,4.2,2026-05-04/2026-05-10,2.2333333333333334,0.0
B17771,P0072,Mumbai,Appliance Repair,2026-05-08 22:46:43.792151,8-10 PM,814,3.24,18.5,130,Cancelled,Long Response Time,,4.4,Returning,UPI,5,Friday,False,0,1,Mumbai,Appliance Repair,8,44,4.2,2026-05-04/2026-05-10,2.1666666666666665,0.0
B17772,P0085,Bengaluru,Plumbing,2026-05-08 22:57:05.897035,8-10 AM,667,1.27,6.9,116,Completed,,4.2,4.8,Returning,UPI,5,Friday,False,1,0,Bengaluru,Plumbing,9,40,4.1,2026-05-04/2026-05-10,1.9333333333333333,1.9333333333333333
B17773,P0053,Mumbai,Salon,2026-05-08 23:07:28.001920,2-4 PM,912,1.91,8.0,61,Cancelled,Professional Unavailable,,4.5,Returning,UPI,5,Friday,False,0,1,Mumbai,Salon,4,48,4.7,2026-05-04/2026-05-10,1.0166666666666666,0.0
B17774,P0077,Bengaluru,Salon,2026-05-08 23:17:50.106804,12-2 PM,723,1.82,6.6,95,Completed,,4.6,4.5,Returning,Credit Card,5,Friday,False,1,0,Bengaluru,Salon,1,40,4.0,2026-05-04/2026-05-10,1.5833333333333333,1.5833333333333333
B17775,P0061,Mumbai,Plumbing,2026-05-08 23:28:12.211688,12-2 PM,367,2.81,10.3,75,Completed,,4.1,3.8,New,UPI,5,Friday,False,1,0,Mumbai,Plumbing,10,40,4.7,2026-05-04/2026-05-10,1.25,1.25
B17776,P0052,Mumbai,Cleaning,2026-05-08 23:38:34.316572,6-8 PM,716,6.84,10.7,108,Completed,,4.8,4.1,Returning,UPI,5,Friday,False,1,0,Mumbai,Cleaning,6,40,4.6,2026-05-04/2026-05-10,1.8,1.8
B17777,P0008,Nagpur,Salon,2026-05-08 23:48:56.421456,10-12 PM,913,4.48,11.3,51,Completed,,4.1,4.4,Returning,UPI,5,Friday,False,1,0,Nagpur,Salon,10,36,4.3,2026-05-04/2026-05-10,0.85,0.85
B17778,P0073,Bengaluru,Cleaning,2026-05-08 23:59:18.526341,6-8 PM,664,10.56,10.1,93,Cancelled,Distance Too Far,,3.6,Returning,UPI,5,Friday,False,0,1,Bengaluru,Cleaning,1,40,4.6,2026-05-04/2026-05-10,1.55,0.0
B17779,P0038,Pune,Plumbing,2026-05-09 00:09:40.631225,8-10 PM,564,3.19,14.2,116,Cancelled,Slot Not Available,,4.5,Returning,UPI,5,Saturday,True,0,1,Pune,Plumbing,4,44,4.3,2026-05-04/2026-05-10,1.9333333333333333,0.0
B17780,P0110,Delhi,Plumbing,2026-05-09 00:20:02.736109,6-8 PM,377,1.81,6.9,70,Completed,,5.0,4.1,New,Debit Card,5,Saturday,True,1,0,Delhi,Plumbing,6,36,4.5,2026-05-04/2026-05-10,1.1666666666666667,1.1666666666666667
B17781,P0086,Bengaluru,Plumbing,2026-05-09 00:30:24.840993,2-4 PM,656,3.78,6.6,75,Completed,,4.8,4.6,Returning,Credit Card,5,Saturday,True,1,0,Bengaluru,Plumbing,10,44,4.7,2026-05-04/2026-05-10,1.25,1.25
B17782,P0074,Bengaluru,Cleaning,2026-05-09 00:40:46.945877,8-10 AM,735,4.76,7.9,69,Completed,,4.5,4.8,New,UPI,5,Saturday,True,1,0,Bengaluru,Cleaning,6,40,5.0,2026-05-04/2026-05-10,1.15,1.15
B17783,P0143,Hyderabad,Appliance Repair,2026-05-09 00:51:09.050762,10-12 PM,983,1.1,5.8,160,Completed,,4.7,4.9,Returning,Debit Card,5,Saturday,True,1,0,Hyderabad,Appliance Repair,1,44,4.5,2026-05-04/2026-05-10,2.6666666666666665,2.6666666666666665
B17784,P0036,Pune,AC Repair,2026-05-09 01:01:31.155646,6-8 PM,1336,7.01,16.3,98,Completed,,3.9,4.1,New,UPI,5,Saturday,True,1,0,Pune,AC Repair,2,40,4.6,2026-05-04/2026-05-10,1.6333333333333333,1.6333333333333333
B17785,P0084,Bengaluru,AC Repair,2026-05-09 01:11:53.260530,10-12 PM,1092,3.53,11.0,65,Completed,,4.5,5.0,Returning,UPI,5,Saturday,True,1,0,Bengaluru,AC Repair,3,40,4.3,2026-05-04/2026-05-10,1.0833333333333333,1.0833333333333333
B17786,P0057,Mumbai,AC Repair,2026-05-09 01:22:15.365414,2-4 PM,1199,6.97,11.8,103,Completed,,4.8,4.4,Returning,UPI,5,Saturday,True,1,0,Mumbai,AC Repair,3,44,4.2,2026-05-04/2026-05-10,1.7166666666666666,1.7166666666666666
B17787,P0131,Hyderabad,AC Repair,2026-05-09 01:32:37.470298,6-8 PM,1256,2.08,12.1,98,Cancelled,Slot Not Available,,4.5,New,UPI,5,Saturday,True,0,1,Hyderabad,AC Repair,7,44,4.7,2026-05-04/2026-05-10,1.6333333333333333,0.0
B17788,P0117,Delhi,Appliance Repair,2026-05-09 01:42:59.575183,4-6 PM,1093,2.94,8.8,87,Completed,,5.0,4.8,New,UPI,5,Saturday,True,1,0,Delhi,Appliance Repair,8,48,4.7,2026-05-04/2026-05-10,1.45,1.45
B17789,P0109,Delhi,Plumbing,2026-05-09 01:53:21.680067,12-2 PM,559,3.42,10.7,52,Completed,,4.1,4.0,Returning,UPI,5,Saturday,True,1,0,Delhi,Plumbing,7,36,4.1,2026-05-04/2026-05-10,0.8666666666666667,0.8666666666666667
B17790,P0036,Pune,AC Repair,2026-05-09 02:03:43.784951,12-2 PM,1181,0.83,8.4,73,Completed,,4.3,4.5,Returning,UPI,5,Saturday,True,1,0,Pune,AC Repair,2,40,4.6,2026-05-04/2026-05-10,1.2166666666666666,1.2166666666666666
B17791,P0043,Pune,Electrician,2026-05-09 02:14:05.889835,4-6 PM,671,3.27,14.1,73,Completed,,4.9,3.3,Returning,Debit Card,5,Saturday,True,1,0,Pune,Electrician,10,40,4.4,2026-05-04/2026-05-10,1.2166666666666666,1.2166666666666666
B17792,P0006,Nagpur,Salon,2026-05-09 02:24:27.994719,12-2 PM,861,3.48,9.3,96,Cancelled,Long Response Time,,4.1,New,UPI,5,Saturday,True,0,1,Nagpur,Salon,2,40,4.4,2026-05-04/2026-05-10,1.6,0.0
B17793,P0076,Bengaluru,Cleaning,2026-05-09 02:34:50.099603,8-10 PM,876,6.29,11.0,113,Completed,,4.1,4.5,Returning,UPI,5,Saturday,True,1,0,Bengaluru,Cleaning,2,40,4.4,2026-05-04/2026-05-10,1.8833333333333333,1.8833333333333333
B17794,P0059,Mumbai,AC Repair,2026-05-09 02:45:12.204488,8-10 AM,1043,1.75,10.4,150,Completed,,4.0,3.7,Returning,UPI,5,Saturday,True,1,0,Mumbai,AC Repair,7,48,4.3,2026-05-04/2026-05-10,2.5,2.5
B17795,P0051,Mumbai,Cleaning,2026-05-09 02:55:34.309372,8-10 PM,718,3.92,11.2,99,Completed,,4.5,4.2,Returning,UPI,5,Saturday,True,1,0,Mumbai,Cleaning,7,40,4.2,2026-05-04/2026-05-10,1.65,1.65
B17796,P0080,Bengaluru,Salon,2026-05-09 03:05:56.414256,10-12 PM,922,2.87,9.2,97,Completed,,4.2,4.3,Returning,UPI,5,Saturday,True,1,0,Bengaluru,Salon,5,44,4.4,2026-05-04/2026-05-10,1.6166666666666667,1.6166666666666667
B17797,P0108,Delhi,AC Repair,2026-05-09 03:16:18.519140,4-6 PM,1046,1.96,10.5,155,Completed,,4.0,4.7,Returning,UPI,5,Saturday,True,1,0,Delhi,AC Repair,5,40,4.5,2026-05-04/2026-05-10,2.5833333333333335,2.5833333333333335
B17798,P0013,Nagpur,Plumbing,2026-05-09 03:26:40.624024,12-2 PM,651,7.05,9.5,50,Completed,,4.6,4.7,New,UPI,5,Saturday,True,1,0,Nagpur,Plumbing,4,40,4.6,2026-05-04/2026-05-10,0.8333333333333334,0.8333333333333334
B17799,P0129,Hyderabad,AC Repair,2026-05-09 03:37:02.728909,6-8 PM,1166,4.47,17.9,116,Completed,,4.1,4.4,Returning,UPI,5,Saturday,True,1,0,Hyderabad,AC Repair,7,40,4.4,2026-05-04/2026-05-10,1.9333333333333333,1.9333333333333333
B17800,P0005,Nagpur,Salon,2026-05-09 03:47:24.833793,6-8 PM,856,3.49,12.6,51,Cancelled,Slot Not Available,,4.3,Returning,Credit Card,5,Saturday,True,0,1,Nagpur,Salon,6,36,4.5,2026-05-04/2026-05-10,0.85,0.0
B17801,P0006,Nagpur,Salon,2026-05-09 03:57:46.938677,12-2 PM,750,1.12,6.1,96,Completed,,4.8,4.2,Returning,UPI,5,Saturday,True,1,0,Nagpur,Salon,2,40,4.4,2026-05-04/2026-05-10,1.6,1.6
B17802,P0100,Delhi,Cleaning,2026-05-09 04:08:09.043561,4-6 PM,629,3.42,10.2,144,Completed,,4.3,4.5,Returning,Debit Card,5,Saturday,True,1,0,Delhi,Cleaning,2,40,4.5,2026-05-04/2026-05-10,2.4,2.4
B17803,P0071,Mumbai,Appliance Repair,2026-05-09 04:18:31.148445,8-10 PM,1114,2.64,14.6,132,Completed,,4.7,3.6,Returning,Credit Card,5,Saturday,True,1,0,Mumbai,Appliance Repair,4,40,4.7,2026-05-04/2026-05-10,2.2,2.2
B17804,P0128,Hyderabad,Salon,2026-05-09 04:28:53.253330,10-12 PM,937,0.93,7.5,101,Completed,,4.8,4.4,Returning,UPI,5,Saturday,True,1,0,Hyderabad,Salon,4,40,4.5,2026-05-04/2026-05-10,1.6833333333333333,1.6833333333333333
B17805,P0055,Mumbai,Salon,2026-05-09 04:39:15.358214,6-8 PM,568,5.22,13.1,73,Cancelled,Slot Not Available,,5.0,Returning,UPI,5,Saturday,True,0,1,Mumbai,Salon,6,40,4.3,2026-05-04/2026-05-10,1.2166666666666666,0.0
B17806,P0122,Hyderabad,Cleaning,2026-05-09 04:49:37.463098,6-8 PM,699,8.31,17.6,134,Cancelled,Long Response Time,,4.4,New,UPI,5,Saturday,True,0,1,Hyderabad,Cleaning,1,40,4.2,2026-05-04/2026-05-10,2.2333333333333334,0.0
B17807,P0048,Pune,Appliance Repair,2026-05-09 04:59:59.567982,2-4 PM,1077,0.66,3.5,99,Completed,,4.6,3.8,New,UPI,5,Saturday,True,1,0,Pune,Appliance Repair,7,40,4.5,2026-05-04/2026-05-10,1.65,1.65
B17808,P0083,Bengaluru,AC Repair,2026-05-09 05:10:21.672866,8-10 AM,1064,5.69,6.6,62,Completed,,4.4,4.1,Returning,UPI,5,Saturday,True,1,0,Bengaluru,AC Repair,4,40,4.7,2026-05-04/2026-05-10,1.0333333333333334,1.0333333333333334
B17809,P0123,Hyderabad,Cleaning,2026-05-09 05:20:43.777751,10-12 PM,534,3.53,8.8,93,Completed,,4.5,4.1,New,Debit Card,5,Saturday,True,1,0,Hyderabad,Cleaning,10,40,4.1,2026-05-04/2026-05-10,1.55,1.55
B17810,P0053,Mumbai,Salon,2026-05-09 05:31:05.882635,2-4 PM,918,8.06,15.7,99,Completed,,4.7,4.7,Returning,UPI,5,Saturday,True,1,0,Mumbai,Salon,4,48,4.7,2026-05-04/2026-05-10,1.65,1.65
B17811,P0022,Nagpur,Appliance Repair,2026-05-09 05:41:27.987519,2-4 PM,1028,5.5,9.7,106,Completed,,4.2,4.2,Returning,UPI,5,Saturday,True,1,0,Nagpur,Appliance Repair,1,36,4.4,2026-05-04/2026-05-10,1.7666666666666666,1.7666666666666666
B17812,P0008,Nagpur,Salon,2026-05-09 05:51:50.092403,10-12 PM,724,1.64,11.0,82,Completed,,4.2,4.2,Returning,Debit Card,5,Saturday,True,1,0,Nagpur,Salon,10,36,4.3,2026-05-04/2026-05-10,1.3666666666666667,1.3666666666666667
B17813,P0109,Delhi,Plumbing,2026-05-09 06:02:12.197287,12-2 PM,724,2.11,12.2,142,Cancelled,Price Too High,,5.0,Returning,Credit Card,5,Saturday,True,0,1,Delhi,Plumbing,7,36,4.1,2026-05-04/2026-05-10,2.3666666666666667,0.0
B17814,P0062,Mumbai,Plumbing,2026-05-09 06:12:34.302172,2-4 PM,648,1.15,5.3,64,Rescheduled,,,4.3,New,UPI,5,Saturday,True,0,0,Mumbai,Plumbing,9,40,4.5,2026-05-04/2026-05-10,1.0666666666666667,1.0666666666666667
B17815,P0081,Bengaluru,AC Repair,2026-05-09 06:22:56.407056,6-8 PM,1080,7.32,13.2,132,Completed,,4.0,4.9,New,Cash,5,Saturday,True,1,0,Bengaluru,AC Repair,9,48,4.6,2026-05-04/2026-05-10,2.2,2.2
B17816,P0116,Delhi,Electrician,2026-05-09 06:33:18.511940,8-10 PM,574,1.75,12.1,86,Completed,,4.8,3.7,Returning,Credit Card,5,Saturday,True,1,0,Delhi,Electrician,5,40,4.4,2026-05-04/2026-05-10,1.4333333333333333,1.4333333333333333
B17817,P0099,Delhi,Cleaning,2026-05-09 06:43:40.616824,4-6 PM,771,3.18,12.1,125,Cancelled,Slot Not Available,,4.5,New,Credit Card,5,Saturday,True,0,1,Delhi,Cleaning,4,40,4.2,2026-05-04/2026-05-10,2.0833333333333335,0.0
B17818,P0072,Mumbai,Appliance Repair,2026-05-09 06:54:02.721708,12-2 PM,847,5.85,8.1,176,Completed,,4.0,4.0,New,Debit Card,5,Saturday,True,1,0,Mumbai,Appliance Repair,8,44,4.2,2026-05-04/2026-05-10,2.933333333333333,2.933333333333333
B17819,P0114,Delhi,Electrician,2026-05-09 07:04:24.826593,6-8 PM,477,0.93,14.3,49,Completed,,4.4,5.0,Returning,UPI,5,Saturday,True,1,0,Delhi,Electrician,2,40,4.7,2026-05-04/2026-05-10,0.8166666666666667,0.8166666666666667
B17820,P0072,Mumbai,Appliance Repair,2026-05-09 07:14:46.931477,8-10 PM,1284,3.11,9.7,131,Completed,,4.9,4.4,Returning,UPI,5,Saturday,True,1,0,Mumbai,Appliance Repair,8,44,4.2,2026-05-04/2026-05-10,2.183333333333333,2.183333333333333
B17821,P0074,Bengaluru,Cleaning,2026-05-09 07:25:09.036361,10-12 PM,773,3.2,7.7,90,Cancelled,Slot Not Available,,5.0,New,Cash,5,Saturday,True,0,1,Bengaluru,Cleaning,6,40,5.0,2026-05-04/2026-05-10,1.5,0.0
B17822,P0001,Nagpur,Cleaning,2026-05-09 07:35:31.141245,12-2 PM,699,1.37,5.7,147,Completed,,4.6,4.6,Returning,UPI,5,Saturday,True,1,0,Nagpur,Cleaning,7,44,4.5,2026-05-04/2026-05-10,2.45,2.45
B17823,P0002,Nagpur,Cleaning,2026-05-09 07:45:53.246129,4-6 PM,462,8.88,14.7,114,Cancelled,Distance Too Far,,4.5,Returning,Credit Card,5,Saturday,True,0,1,Nagpur,Cleaning,5,40,4.2,2026-05-04/2026-05-10,1.9,0.0
B17824,P0111,Delhi,Plumbing,2026-05-09 07:56:15.351014,12-2 PM,534,1.73,10.7,150,Completed,,4.4,4.3,Returning,UPI,5,Saturday,True,1,0,Delhi,Plumbing,5,36,4.6,2026-05-04/2026-05-10,2.5,2.5
B17825,P0051,Mumbai,Cleaning,2026-05-09 08:06:37.455898,6-8 PM,769,1.03,10.6,67,Cancelled,Slot Not Available,,4.4,Returning,UPI,5,Saturday,True,0,1,Mumbai,Cleaning,7,40,4.2,2026-05-04/2026-05-10,1.1166666666666667,0.0
B17826,P0071,Mumbai,Appliance Repair,2026-05-09 08:16:59.560782,12-2 PM,719,5.79,7.8,69,Completed,,4.8,4.4,Returning,UPI,5,Saturday,True,1,0,Mumbai,Appliance Repair,4,40,4.7,2026-05-04/2026-05-10,1.15,1.15
B17827,P0089,Bengaluru,Electrician,2026-05-09 08:27:21.665666,8-10 PM,725,3.9,11.6,51,Cancelled,Slot Not Available,,4.5,Returning,Cash,5,Saturday,True,0,1,Bengaluru,Electrician,7,40,4.6,2026-05-04/2026-05-10,0.85,0.0
B17828,P0090,Bengaluru,Electrician,2026-05-09 08:37:43.770550,6-8 PM,417,14.02,18.1,114,Completed,,3.9,4.4,New,UPI,5,Saturday,True,1,0,Bengaluru,Electrician,10,36,4.0,2026-05-04/2026-05-10,1.9,1.9
B17829,P0013,Nagpur,Plumbing,2026-05-09 08:48:05.875435,10-12 PM,753,10.49,15.0,76,Completed,,4.5,5.0,Returning,UPI,5,Saturday,True,1,0,Nagpur,Plumbing,4,40,4.6,2026-05-04/2026-05-10,1.2666666666666666,1.2666666666666666
B17830,P0112,Delhi,Plumbing,2026-05-09 08:58:27.980319,8-10 AM,843,4.85,10.3,113,Completed,,4.3,4.2,Returning,Credit Card,5,Saturday,True,1,0,Delhi,Plumbing,4,40,4.5,2026-05-04/2026-05-10,1.8833333333333333,1.8833333333333333
B17831,P0080,Bengaluru,Salon,2026-05-09 09:08:50.085203,4-6 PM,1008,11.56,10.5,56,Completed,,4.4,3.9,New,UPI,5,Saturday,True,1,0,Bengaluru,Salon,5,44,4.4,2026-05-04/2026-05-10,0.9333333333333333,0.9333333333333333
B17832,P0120,Delhi,Appliance Repair,2026-05-09 09:19:12.190087,2-4 PM,934,2.31,8.3,123,Completed,,4.5,4.3,New,UPI,5,Saturday,True,1,0,Delhi,Appliance Repair,3,44,4.4,2026-05-04/2026-05-10,2.05,2.05
B17833,P0088,Bengaluru,Plumbing,2026-05-09 09:29:34.294971,12-2 PM,698,1.69,11.7,120,Completed,,4.7,4.1,Returning,UPI,5,Saturday,True,1,0,Bengaluru,Plumbing,7,40,4.2,2026-05-04/2026-05-10,2.0,2.0
B17834,P0059,Mumbai,AC Repair,2026-05-09 09:39:56.399855,8-10 PM,1291,2.48,10.3,90,Completed,,4.4,4.3,New,UPI,5,Saturday,True,1,0,Mumbai,AC Repair,7,48,4.3,2026-05-04/2026-05-10,1.5,1.5
B17835,P0070,Mumbai,Appliance Repair,2026-05-09 09:50:18.504740,8-10 AM,971,7.95,9.4,65,Completed,,4.8,4.2,Returning,UPI,5,Saturday,True,1,0,Mumbai,Appliance Repair,9,40,4.5,2026-05-04/2026-05-10,1.0833333333333333,1.0833333333333333
B17836,P0023,Nagpur,Appliance Repair,2026-05-09 10:00:40.609624,6-8 PM,934,5.0,11.2,140,Rescheduled,,,5.0,Returning,Debit Card,5,Saturday,True,0,0,Nagpur,Appliance Repair,9,44,4.5,2026-05-04/2026-05-10,2.3333333333333335,2.3333333333333335
B17837,P0002,Nagpur,Cleaning,2026-05-09 10:11:02.714508,4-6 PM,817,6.4,14.7,125,Completed,,4.0,4.8,Returning,Credit Card,5,Saturday,True,1,0,Nagpur,Cleaning,5,40,4.2,2026-05-04/2026-05-10,2.0833333333333335,2.0833333333333335
B17838,P0022,Nagpur,Appliance Repair,2026-05-09 10:21:24.819392,10-12 PM,1003,4.02,5.9,148,Completed,,4.9,4.4,New,Debit Card,5,Saturday,True,1,0,Nagpur,Appliance Repair,1,36,4.4,2026-05-04/2026-05-10,2.466666666666667,2.466666666666667
B17839,P0125,Hyderabad,Salon,2026-05-09 10:31:46.924276,2-4 PM,782,2.15,10.7,96,Completed,,4.5,5.0,Returning,Cash,5,Saturday,True,1,0,Hyderabad,Salon,5,40,4.5,2026-05-04/2026-05-10,1.6,1.6
B17840,P0132,Hyderabad,AC Repair,2026-05-09 10:42:09.029161,4-6 PM,1068,8.79,14.2,145,Completed,,4.3,4.4,Returning,UPI,5,Saturday,True,1,0,Hyderabad,AC Repair,6,40,4.4,2026-05-04/2026-05-10,2.4166666666666665,2.4166666666666665
B17841,P0050,Mumbai,Cleaning,2026-05-09 10:52:31.134045,10-12 PM,733,1.5,10.1,92,Completed,,4.5,4.9,Returning,UPI,5,Saturday,True,1,0,Mumbai,Cleaning,10,48,4.9,2026-05-04/2026-05-10,1.5333333333333334,1.5333333333333334
B17842,P0048,Pune,Appliance Repair,2026-05-09 11:02:53.238929,10-12 PM,935,7.66,10.7,163,Completed,,4.4,3.9,Returning,Debit Card,5,Saturday,True,1,0,Pune,Appliance Repair,7,40,4.5,2026-05-04/2026-05-10,2.716666666666667,2.716666666666667
B17843,P0012,Nagpur,AC Repair,2026-05-09 11:13:15.343813,12-2 PM,1281,3.22,9.0,178,Completed,,4.4,3.6,Returning,Cash,5,Saturday,True,1,0,Nagpur,AC Repair,10,36,4.7,2026-05-04/2026-05-10,2.966666666666667,2.966666666666667
B17844,P0048,Pune,Appliance Repair,2026-05-09 11:23:37.448697,4-6 PM,1015,3.84,13.1,138,Completed,,4.2,4.5,New,Debit Card,5,Saturday,True,1,0,Pune,Appliance Repair,7,40,4.5,2026-05-04/2026-05-10,2.3,2.3
B17845,P0139,Hyderabad,Electrician,2026-05-09 11:33:59.553582,6-8 PM,487,2.59,10.6,82,Completed,,4.2,4.0,New,Credit Card,5,Saturday,True,1,0,Hyderabad,Electrician,1,36,4.5,2026-05-04/2026-05-10,1.3666666666666667,1.3666666666666667
B17846,P0096,Bengaluru,Appliance Repair,2026-05-09 11:44:21.658466,8-10 PM,912,2.73,15.2,122,Cancelled,Long Response Time,,4.6,New,UPI,5,Saturday,True,0,1,Bengaluru,Appliance Repair,5,40,4.7,2026-05-04/2026-05-10,2.033333333333333,0.0
B17847,P0118,Delhi,Appliance Repair,2026-05-09 11:54:43.763350,10-12 PM,843,1.99,4.0,60,Completed,,4.7,4.3,Returning,UPI,5,Saturday,True,1,0,Delhi,Appliance Repair,2,40,4.5,2026-05-04/2026-05-10,1.0,1.0
B17848,P0071,Mumbai,Appliance Repair,2026-05-09 12:05:05.868234,8-10 AM,1068,4.98,7.5,178,Completed,,4.4,4.2,Returning,Cash,5,Saturday,True,1,0,Mumbai,Appliance Repair,4,40,4.7,2026-05-04/2026-05-10,2.966666666666667,2.966666666666667
B17849,P0076,Bengaluru,Cleaning,2026-05-09 12:15:27.973118,8-10 PM,722,3.15,12.8,82,Completed,,4.2,3.8,Returning,Credit Card,5,Saturday,True,1,0,Bengaluru,Cleaning,2,40,4.4,2026-05-04/2026-05-10,1.3666666666666667,1.3666666666666667
B17850,P0073,Bengaluru,Cleaning,2026-05-09 12:25:50.078003,10-12 PM,766,1.2,8.0,79,Completed,,4.8,4.5,New,UPI,5,Saturday,True,1,0,Bengaluru,Cleaning,1,40,4.6,2026-05-04/2026-05-10,1.3166666666666667,1.3166666666666667
B17851,P0016,Nagpur,Plumbing,2026-05-09 12:36:12.182887,6-8 PM,900,8.69,13.8,64,Completed,,4.4,4.2,New,Credit Card,5,Saturday,True,1,0,Nagpur,Plumbing,6,40,4.7,2026-05-04/2026-05-10,1.0666666666666667,1.0666666666666667
B17852,P0052,Mumbai,Cleaning,2026-05-09 12:46:34.287771,6-8 PM,685,2.27,9.3,82,Completed,,4.7,4.4,Returning,Debit Card,5,Saturday,True,1,0,Mumbai,Cleaning,6,40,4.6,2026-05-04/2026-05-10,1.3666666666666667,1.3666666666666667
B17853,P0119,Delhi,Appliance Repair,2026-05-09 12:56:56.392655,8-10 AM,996,6.13,7.5,179,Completed,,4.3,3.8,New,Credit Card,5,Saturday,True,1,0,Delhi,Appliance Repair,1,40,4.6,2026-05-04/2026-05-10,2.9833333333333334,2.9833333333333334
B17854,P0070,Mumbai,Appliance Repair,2026-05-09 13:07:18.497539,6-8 PM,1041,1.83,7.9,174,Completed,,4.9,4.6,New,UPI,5,Saturday,True,1,0,Mumbai,Appliance Repair,9,40,4.5,2026-05-04/2026-05-10,2.9,2.9
